https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-2br-lower-edwardian/7132675183.html|4292|Quiet 2BR Lower Edwardian Flat Near UCSF Med Center & Golden Gate Park|inner sunset / UCSF|2|1.5|1200|2020-06-01|7132675183|2020-05-29T16:41:15-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-weeks-free-immediate/7130709017.html|4162|3 Weeks Free - Immediate Move-Ins! 6th Floor Condo Home !|Bayview|2|2|1694||7130709017|2020-05-26T11:03:45-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-free-indoor/7124024578.html|3500|Top floor, free indoor parking, water and garbage paid, call or text|cole valley / ashbury hts|2|1.5|1200||7124024578|2020-05-14T09:28:55-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-and-sunny-one/7132702165.html|3050|Spacious and sunny one-bedroom in Theater District|lower nob hill|1|1|590||7132702165|2020-05-29T17:40:49-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-best-spirited-mid-city/7123831656.html|6750|BEST SPIRITED MID CITY CONTEMPORARY+ ADJACENT PARK+BIG SUNNY VIEWS|alamo square / nopa|3|2|1550|2020-05-18|7123831656|2020-05-13T22:00:27-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-5-star-rating-on-airbnb/7124427568.html|7500|5 star rating on Airbnb, now available for long term tenant!|russian hill|3|2|1150|2020-07-01|7124427568|2020-05-15T01:59:12-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nob-hill-1401/7132634325.html|3595|Nob Hill/1401 Jones&Washington/Remodeled/Available Now!!|nob hill|1|1|610|2020-05-31|7132634325|2020-05-29T15:21:22-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1195-special-private/7132708659.html|1195|**$1195 SPECIAL!** Private furnished room in heart of Union Square!|nob hill|0|shared|0||7132708659|2020-05-29T17:56:40-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stylish-loft-style-condo/7132692235.html|4900|Stylish Loft-Style Condo w/2 Enclosed BRs & Loft/Bonus Rm|mission district|2|2|1450|2020-05-29|7132692235|2020-05-29T17:17:51-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-full-floor-flat-nr/7132677182.html|4950|FULL FLOOR FLAT NR DOWNTOWN SF FIDI UCSF USF CPMC Kaiser Tech Bus Shop|inner richmond|4|1|1400||7132677182|2020-05-29T16:45:27-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-one-bedroom-one/7121373636.html|1680|Great one bedroom one living room near Bart and Muni for rent|ingleside / SFSU / CCSF|0|0|0|2020-05-15|7121373636|2020-05-09T10:57:53-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-unit-for-rent/7132656658.html|2750|2 Bedroom Unit For Rent|sunset / parkside|0|0|0||7132656658|2020-05-29T16:03:52-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mission-dolores-park-240/7132680449.html|4095|Mission Dolores Park/240 Cumberland/W/D in unit/Available Now!!|mission district|1|1|677|2020-05-31|7132680449|2020-05-29T16:52:16-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-welcome-come-experience/7132615951.html|1926|Welcome ! Come experience this quiet neighborhood Home|Rutland St, San Francisco, CA|2|1|875||7132615951|2020-05-29T14:48:42-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-blinds-media-room-gated/7132646499.html|2175|Blinds, Media Room, Gated Access|mission district|0|1|322||7132646499|2020-05-29T15:44:36-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-8-weeks-free-on-this/7132654530.html|3390|8 WEEKS FREE ON THIS GORGEOUS ONE BED!|financial district|1|1|522|2020-05-29|7132654530|2020-05-29T16:00:01-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4-weeks-free-parkingbrand/7132695235.html|6600|4 Weeks Free Parking...Brand New...Dogpatch/Potrero|potrero hill|3|2|1228|2020-05-29|7132695235|2020-05-29T17:24:49-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-studio-apt-3mo/7132656863.html|2500|Furnished Studio Apt 3mo sublet (dates flex) - Marina|marina / cow hollow|0|1|500|2020-06-05|7132656863|2020-05-29T16:04:12-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-corner-one-bedroom-best/7132654969.html|3700|Corner One Bedroom: Best Deal in Nob Hill!|nob hill|1|1|0||7132654969|2020-05-29T16:00:46-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bed-25-bath-views/7132635652.html|7500|2 bed 2.5 bath - Views! - Millennium Towers ~ J.Wavro|SOMA / south beach|2|2.5|0||7132635652|2020-05-29T15:23:39-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-sunny-unit/7131527470.html|4100|Spacious Sunny Unit - Across from Lafayette Park - Sml/Lg Pets OK!|pacific heights|1|1|950||7131527470|2020-05-27T17:18:42-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bernal-heights-coming/7132688430.html|6995|BERNAL HEIGHTS - COMING SOON!!! COMPLETELY REMODELED 5-BEDROOM, 4 BATH|bernal heights|5|4|0|2020-06-01|7132688430|2020-05-29T17:09:09-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remoded-charming/7131485796.html|5495|Newly remoded charming Edwardian Flat|bernal heights|3|1|1350|2020-06-01|7131485796|2020-05-27T15:53:46-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-fully-furnished-1/7131395784.html|2295|Nice fully furnished 1 bdrm one block from UCSF - utilities included|cole valley / ashbury hts|1|1|475|2020-06-01|7131395784|2020-05-27T13:23:15-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-walk-score-93-elevator/7132643733.html|3750|Walk score 93.  Elevator.  Parking.  Panoramic ocean views|sunset / parkside|2|2|1600||7132643733|2020-05-29T15:39:10-0700
